"RMSE...1","Bias...2","SD...3","SE...4","CP...5","RMSE...6","Bias...7","SD...8","SE...9","CP...10","RMSE...11","Bias...12","SD...13","SE...14","CP...15"
2.79785614581004,0.131,2.79945927465594,2.67869280782213,0.933333333333333,2.3943582563656,0.006,2.39835172104833,2.61404416871004,0.98,2.40526566972606,0.033,2.4090638394242,2.65398575595563,0.966666666666667
3.61780626054317,0.168,3.61995610201446,3.42927398862307,0.943333333333333,3.19550583736185,0.083,3.19976985692347,3.34551512127742,0.96,3.28404467061074,0.075,3.2886625671091,3.38449650585899,0.96
2.82853286712655,0.09,2.83181046185946,2.67205641761529,0.94,2.44618114846246,0.001,2.45026815930673,2.60588795939558,0.966666666666667,2.40784073379411,0.014,2.411823769215,2.64559766558745,0.96
2.80018022708797,0.075,2.8038647532002,2.63181078234705,0.93,2.35358905860748,0.006,2.35751263805205,2.56486660044804,0.966666666666667,2.4123355709349,0.018,2.41629901915641,2.60588526086807,0.956666666666667
2.73689427352838,0.159,2.73682866833053,2.58461086810602,0.926666666666667,2.26790962837936,0.006,2.27169112939358,2.52309263995304,0.98,2.34755872102766,0.105,2.349142848695,2.56207262057364,0.956666666666667
3.2252189019398,0.075,3.22972754617244,3.16161588305388,0.933333333333333,2.93878928518843,0.081,2.94259104581661,3.08326028250386,0.953333333333333,2.92523448445266,0.079,2.92904296825338,3.12223959737273,0.96
2.99661674839923,0.086,3.00039943526633,2.8240823840994,0.923333333333333,2.50398284965578,0.098,2.50624525384106,2.75630497948946,0.97,2.65232637816434,0.025,2.65664134600506,2.79865985399735,0.966666666666667
3.07319997734844,0.044,3.07802089606429,2.84453314871632,0.936666666666667,2.59794956857957,0.16,2.59735374620144,2.78013881022388,0.96,2.66640931336403,0.164,2.66579611508556,2.8181470169232,0.953333333333333
5.08563920602357,0.108,5.09298472654132,4.88117492245511,0.943333333333333,4.71781580045605,0.119,4.72419817737848,4.62283456379179,0.946666666666667,4.92444537864857,0.227,4.92745126464614,4.7918270766194,0.946666666666667
3.15573719764337,0.133,3.15818230143941,3.00771471766483,0.936666666666667,2.78322363776998,0.116,2.78544598262823,2.89199359063911,0.93,2.82234160585048,0.023,2.82696396511997,2.94895367298744,0.976666666666667
4.30247866149284,0.186,4.30564822677046,3.99836330655019,0.93,3.76852685589454,0.226,3.76802556910256,3.93456913201484,0.95,3.86991847461834,0.258,3.86773682692024,3.96794540444743,0.96
1.87047602683542,0.027,1.87340904406348,1.79418244608917,0.946666666666667,1.82278959750088,0.057,1.82494116062708,1.79760579437107,0.94,1.66126686086917,0.071,1.66253427064103,1.78361903188086,0.956666666666667
2.31174755704278,0.093,2.31372942939299,2.18114557775186,0.936666666666667,2.14152910302458,0.015,2.14505324506213,2.19586047723606,0.946666666666667,2.20092805359867,0.015,2.20455648076821,2.18294205214793,0.96
1.88541099472686,0.061,1.88755679182583,1.78839036110848,0.936666666666667,1.81397501419095,0.079,1.81530191412744,1.79268507606368,0.953333333333333,1.67453804230289,0.076,1.67561908593235,1.77855062627715,0.96
1.87493171429501,0.062,1.87703106522085,1.76403040178728,0.943333333333333,1.81825210308927,0.05,1.82061353988045,1.76830905153286,0.943333333333333,1.68977898215983,0.081,1.69067143970309,1.75444272621026,0.953333333333333
1.86312280646127,0.006,1.86622732505833,1.74720086197928,0.933333333333333,1.76266827821496,0.062,1.76453323255128,1.75235901269917,0.956666666666667,1.66772225569047,0.106,1.66716007178294,1.7376382365387,0.953333333333333
2.1192840762365,0.041,2.12242979756263,2.00609654828237,0.95,1.94126241310208,0.037,1.94414838293937,2.01953976486429,0.963333333333333,2.03510453596142,0.148,2.03313921657417,2.00713662213688,0.963333333333333
1.96051426545679,0.019,1.96370164443614,1.81867053786692,0.943333333333333,1.86537523358927,0.053,1.86774411101676,1.82203496687912,0.953333333333333,1.75457780245841,0.043,1.75697931166752,1.81067721592046,0.966666666666667
2.04016395033313,0.004,2.04356786442744,1.8704586625577,0.943333333333333,1.91039831541155,0.005,1.91358475657327,1.87539844637137,0.946666666666667,1.80913271851998,0.005,1.812147291086,1.86093326156672,0.956666666666667
