"RMSE...1","Bias...2","SD...3","SE...4","CP...5","RMSE...6","Bias...7","SD...8","SE...9","CP...10","RMSE...11","Bias...12","SD...13","SE...14","CP...15"
2.97927659274441,0.201,2.97746520699217,2.66216254473211,0.92,2.96488379712099,0.007,2.96982870854864,2.69648823935795,0.95,2.75789107794956,0.045,2.76213354536372,2.66000741219848,0.95
1.9730220073023,0.003,1.97631624390384,1.8285627862092,0.94,1.88765570836021,0.076,1.88926796067258,1.83119690593786,0.946666666666667,1.79235862445485,0.038,1.79494954546771,1.8201932973111,0.953333333333333
2.69114330292301,0.072,2.69468143102318,2.80959379740846,0.966666666666667,2.7636869375418,0.048,2.76788986281956,2.81068363147525,0.95,2.76165178573185,0,2.76626603571981,2.80489729449404,0.966666666666667
1.30668312879915,0.098,1.30517523890926,1.21650141385002,0.943333333333333,1.20006299912165,0.011,1.20201830476993,1.21384026060284,0.946666666666667,1.41188776352359,0.057,1.41310441862734,1.24238793480683,0.936666666666667
1.42375029685166,0.084,1.42364595403802,1.36078714397921,0.946666666666667,1.37420134641702,0.077,1.37435495926406,1.36111287723161,0.956666666666667,1.59307378554212,0.109,1.5919871595291,1.38622426647945,0.943333333333333
1.29251154526525,0.103,1.29054771006935,1.21105263637875,0.943333333333333,1.20849029109985,0.028,1.21017308869845,1.20853994059191,0.946666666666667,1.43123191231681,0.089,1.43086786673576,1.23644721245809,0.94
1.29327560464625,0.104,1.29126214324351,1.20464204242423,0.94,1.19487418022682,0.014,1.19679144595995,1.20174705208133,0.943333333333333,1.41038597508059,0.062,1.41136485817238,1.23023077446868,0.94
1.28126128702929,0.116,1.27812274401677,1.19335487639305,0.95,1.15974201432785,0.029,1.16131207092361,1.19096248823047,0.95,1.39698122487267,0.078,1.39710574870269,1.21891154037476,0.943333333333333
1.33682274199775,0.1,1.33532816997449,1.2795959294818,0.94,1.2959920289144,0.074,1.29602449352985,1.27997788446691,0.953333333333333,1.55314494720893,0.132,1.55012637529693,1.30595574274395,0.94
1.33694987548445,0.07,1.33735104945666,1.23575433915609,0.93,1.23588424499648,0.038,1.23736692515137,1.23236798933193,0.956666666666667,1.45366884755182,0.022,1.45593735629939,1.26135787937008,0.953333333333333
1.36232165842076,0.052,1.36358615785666,1.24905758409736,0.93,1.25440707889653,0.025,1.25624415830482,1.24710106290344,0.95,1.46137109520438,0.005,1.46380312029878,1.27492034338583,0.94
1.54239554885535,0.083,1.54272568588161,1.44992448039865,0.93,1.47565521772218,0.047,1.47738312162334,1.45289078552201,0.963333333333333,1.77021681321988,0.059,1.77218408711745,1.48526369847215,0.933333333333333
1.31207966129021,0.07,1.31238372715315,1.23467383999824,0.933333333333333,1.25333093841701,0.033,1.25498128429616,1.23169337119429,0.953333333333333,1.57089108320085,0.036,1.57310158202916,1.26220544898251,0.93
2.13711661052757,0.072,2.13946546460684,1.98008838015972,0.926666666666667,2.05421694550403,0.048,2.0570923673932,1.97797101156049,0.943333333333333,2.16475085294665,0.012,2.16833682229876,2.00347464158744,0.946666666666667
