"RMSE...1","Bias...2","SD...3","SE...4","CP...5","RMSE...6","Bias...7","SD...8","SE...9","CP...10","RMSE...11","Bias...12","SD...13","SE...14","CP...15"
12.3366875230849,0.484,12.3477868140675,12.3426427420103,0.953333333333333,11.690191614796,0.06,11.7095692714908,12.3088934157354,0.943333333333333,12.6237065499606,0.934,12.6101135707352,12.2845761876043,0.926666666666667
3.99747564838724,0.214,3.99840926089149,4.12892030092213,0.956666666666667,3.69404872465061,0.059,3.6997505109251,4.12031218679169,0.96,3.84320694698337,0.091,3.84855732218336,4.12036690338796,0.963333333333333
6.38062055033118,0.098,6.39052118345452,6.47794624871125,0.963333333333333,6.41341136497492,0.152,6.4223138626341,6.47660724077042,0.94,6.14352255177851,0.375,6.14230579371073,6.43740379681536,0.96
3.924659948057,0.049,3.93091480016637,4.06285059503975,0.963333333333333,3.77006592058674,0.058,3.77591747215153,4.05385393241781,0.96,3.89811878722862,0.167,3.90103893280833,4.05170132146957,0.973333333333333
2.94317767570325,0.17,2.94317446080578,3.27667686160379,0.973333333333333,2.84528004075074,0.237,2.84010245259642,3.27496907613619,0.973333333333333,3.13493202297195,0.048,3.13980206723205,3.27402825115356,0.956666666666667
3.68310900097125,0.24,3.68140940103879,3.66090758737847,0.94,3.44621957726419,0.052,3.45158314693672,3.66762377762183,0.963333333333333,3.66806680846405,0.078,3.67335577164125,3.66318855951472,0.95
4.49480354678288,0.395,4.48485826824061,4.73130691244842,0.966666666666667,4.82036113999825,0.177,4.8251617624479,4.76347871552034,0.95,4.76028023578179,0.551,4.73619524753243,4.73691639078801,0.95
2.86660935813541,0.117,2.86898954568011,3.27012443479379,0.973333333333333,2.76724527671023,0.291,2.75652161579123,3.26872179484311,0.976666666666667,3.0561062274848,0.049,3.06081944374775,3.26800754250495,0.97
5.10178405620852,0.074,5.1097743136008,5.24338818831909,0.966666666666667,5.23750828232086,0.044,5.24607602391542,5.23208229962973,0.946666666666667,5.25913052098387,0.164,5.26535580417826,5.24185149122243,0.95
7.94867864632048,0.172,7.96009755988078,7.5064840230579,0.943333333333333,7.51499093244664,0.263,7.52292497787615,7.53149237732799,0.953333333333333,7.37465685482026,0.358,7.37824907877563,7.43880935147542,0.973333333333333
2.8086226698514,0.077,2.81225916458799,2.90445465298707,0.943333333333333,2.75487595043564,0.317,2.74115970359529,2.90530398335495,0.96,3.02179956201234,0.051,3.02641446841824,2.90714304054559,0.94
8.2591808659001,0.112,8.27222423442982,8.71470498203595,0.953333333333333,8.68459486735964,0.102,8.69850531736289,8.67392224039378,0.95,8.59576224305425,0.268,8.60592475781135,8.67441441277518,0.953333333333333
2.48508859244243,0.101,2.48718547637502,2.52869639592983,0.96,2.31713303101502,0.017,2.32094157251405,2.53008475063827,0.96,2.49372907147948,0.108,2.49554025555687,2.52976272372396,0.966666666666667
2.51347887223332,0.267,2.50340159093208,2.68292700724538,0.96,2.61181740454305,0.011,2.61615740307564,2.67802459398845,0.963333333333333,2.63323966832426,0.049,2.63717371512726,2.67419829015888,0.95
2.23352566465631,0.167,2.23098410817339,2.32934484455208,0.96,2.17093712307906,0.042,2.17415050976531,2.33003259918882,0.963333333333333,2.31810372464121,0.04,2.32163102101745,2.32685283064357,0.953333333333333
2.0380148415552,0.123,2.03771529048486,2.18961397635724,0.966666666666667,2.05688982813851,0.041,2.05992061074143,2.1904008311752,0.973333333333333,2.10199654730324,0.016,2.10544808375202,2.1894690832313,0.97
2.37230628497193,0.129,2.37277194298495,2.37597643826449,0.95,2.22002851091297,0.073,2.22251918393224,2.37855775770556,0.956666666666667,2.3295432924421,0.143,2.32904332613226,2.37733614682315,0.953333333333333
2.10390498870214,0.28,2.08872050451253,2.23483622224677,0.956666666666667,2.19297388664132,0.153,2.19129069027949,2.23637864684287,0.956666666666667,2.17832816615062,0.047,2.18146037315816,2.23432339165209,0.966666666666667
2.01149018697971,0.161,2.00842300685174,2.18827106642352,0.97,2.0259523299022,0.002,2.02933652925098,2.18881149421208,0.97,2.07660346662747,0.021,2.07996242895643,2.18793543222302,0.973333333333333
3.0380373433951,0.122,3.04065303270156,3.04919803910933,0.956666666666667,2.99475568870841,0.151,2.99595473297282,3.0515681760937,0.953333333333333,3.10313576854606,0.199,3.10189253845104,3.04876663958887,0.946666666666667
2.7792795604111,0.288,2.76895720597578,2.91068102724767,0.966666666666667,2.92418663685629,0.043,2.92875365973297,2.89296781260194,0.926666666666667,2.81066874782404,0.057,2.81478344418542,2.87667307777346,0.953333333333333
1.99355155820166,0.156,1.99073872543178,2.05718524173357,0.966666666666667,2.01407586470728,0.004,2.01743638067106,2.05719274697834,0.956666666666667,2.05922439323308,0.03,2.062450312834,2.05434355434456,0.963333333333333
5.86308448504203,0.219,5.86878975492817,6.13032505723826,0.966666666666667,6.28284544804025,0.412,6.27978042151889,6.13401217214588,0.94,6.11832809420137,0.366,6.11755881931774,6.13294749872342,0.953333333333333
